id,keywords,year
2059,"Arbeit,Handel,Reise,Stadt,Hamburg,Verkäufer,Verkaufsstand,Hafen,Meer,See,Morgen",1690
2061,"Hafenstadt,Heiligenlegende,Legende,Bewölkung,Katastrophe,Rettung,Sturm,Flut,Opfertod,Wunder,Heiliger,Seenot,Navigation,Öl,Geschenk,Schutzpatron,Myra,Altar,Reliquie,Schiffbruch,Flagge,Fahne,Gleichzeitigkeit,Erzählung,Brokat,Samt,Kristall",1480
2064,"Spanierin,Maskenball,Fest,Erotik,Lust,Üppigkeit,Verführung,Flamenco,Tänzerin,Erregung,Koketterie,Dominanz,Farbexplosion,Leidenschaft,Illusion,Entfremdung,Tracht,Schauspielerei,Schauspielerin",1920
2066,"Prostitution,Milieu,Schwester,Mode,Reinheit,Waschung,Unschuld,Modell",1910
2068,"Apfelbaum,Arbeit,Schicksal,Kleidung,Garten,Garten Eden,Himmel (Religion),Erzählung,Alltag,Nachmittag,Sonnenuntergang,Handwerk,Näherin,Katze,Sonnenschein,Mittelalter,Baum des Lebens",1600
2078,"Judäisches Bergland,Davos,Schweiz,Alpen,Sommer,Einheit,Haltung (Mensch),Baumgrenze,Decke (Textilien),Musik,Akkordeon,Idylle,Bäuerlichkeit",1920
2079,"Mutter,Vater,Ehepaar,Familie,Ehemann,Ehefrau,Muttergottes,Gottessohn,Heilsgeschichte,Passion,Sieben Schmerzen Mariä,Vertreibung,Flucht,Schutz,Eltern,Feige,Hafenstadt,Ägypten,Dattel,Ernte,Täuschung,Drohung,Bedrohung,Mord,Traum,Dattelpalme,Wunder,Kindheit,Sieben Schmerzen Mariä",1450
2085,"Schlaf,Haustier,Unschuld,Reinheit,Wohlgefühl,Friedlichkeit,Innenwelt,Traum,Stille,Farbkontrast,Lichtbrechung,Schatten,Baum,Linienführung,Verletzbarkeit,Fläche,Kubismus,Kontur,Treue,Freund,Wächter,Tod,Expressionismus",1910
2094,"Musik,Geräusch,Oper,Zurna,Jerusalem,Kreuzfahrer,Kreuzzug,Sarazenen,Held,Insel,Zauberkunst,Zauberin,Liebe,Magie,Verführung,Literatur,Epos,Klang,Liebespaar,Verliebtheit,Entführung,Spiegel,Spiegelbild,Christentum,Papagei",1730
2098,"Tischdecke,Chinoiserie,Schneckenhaus,Apfel,Samt,Orangenblüte,Chiaroscuro,Craquelé,Weißwein,Rotwein,Reichtum,Gelage,Adel",1670
2104,"Expressionismus,Primitivismus,Mythologie,Religiösität,Hund,Opfertod,Passion,Opfer (Religion),Christentum,Göttlichkeit,Agnus Dei,Auferstehung,Symbol,Sieg,Fahne,Ostern,Trauer,Chamäleon,Wüste,Regenbogen,Zeichnung,Wachsmalerei,Hand,Eucharistie,Tarnung,Blut Christi",1920
2107,"Erscheinung,Wunder,Unordnung,Chaos,Christentum,Christenverfolgung,Damaskus,Angst,Machtlosigkeit,Hilflosigkeit,Burg,Bewegung (Körperbewegung),Offenbarung,Vision,Bekehrung",1590
2118,"Jerusalem,Königin,Bischof,Edelmann,Arbeiter,Golgatha,Ruine,Höhle,Steinbruch,Grube,Nacht",1600
2119,"Santissima Trinità dei Monti (Rom),Ecclesia militans,Kaiser,Sultan,Byzanz,Vision,Orient,Investiturstreit,Last,Dickicht,Macht,Christentum,Jerusalem,Kreuzverehrung,Demütigung,Insignien,Reiterstandbild,Einzug",1600
2129,"Herbst,Fäulnis,Tod,Vergänglichkeit,Schlinge,Lebensabend,Falle,Beutefang,Beute,Sockel,Jagd,Reife",1740
2131,"Diener,Brokat,Samt,Jerusalem,Abreise,Stola,Page,Hafen,Rom,Aventin (Rom),Flusslandschaft,Tiber,Fluss,Gewässer",1600
2136,"Himmel (Religion),Farbraum,Wirklichkeit,Fantasie,Fiktion,Überlagerung,Innenwelt,Übergang,Reise,Reisender,Wanderer,Ferne,Vision",1590
2140,"Wunder,Zweifel,Glaube,Gebet,Neugierde,Grabtuch,Luftzug,Graböffnung,Krypta,Kirche (Gebäude),Fackel,Kaiserin,Geistlicher,Bischof,Ministrant,Erweckung",1600
2142,"Kaiserin,Diener,Mitgefühl,Gnade,Jerusalem,Jude,Suche",1600
2143,"Italien,Antike,Reise,Wanderung,Pilgerreise,Ausflug,Jagd,Mond,Sonne,Regenbogen,Windhund,Jagdhund,Ferne,Fernblick,Idylle,Sabiner Berge",1590
2155,"Abendrot,Abend,Tod,Vergänglichkeit,Tragödie,Theater,Literatur,Philosophieren,Rückzug,Entrückung",1830
2162,"Umhang,Scham,Intimität,Sexualität,Muse,Geliebte,Modell,Ehefrau",1910
2163,"Sonnenstrahl,Eis,Kutsche,Ausflug,Urlaub,Tinzenhorn,Reise,Kälte,Frost,Dämmerung,Transport,Jahreszeit,Pferdegeschirr,Zaumzeug,Schlitten,Kutscher,Spur,Verlassenheit,Wintervergnügen,Weg,Expressionismus",1920
2173,"Krückstock,Bettler,Armut,Musik,Handwerk,Weber,Werkstatt,Wolle,Webstube,Nahrung,Lied,Arbeit,Alltag,Familienleben,Bauer,Bäuerin,Handarbeit,Niederlande,Realismus,Gesang,Dirigent,Wirtshaus,Bauernhaus,Spion,Gemütlichkeit",1720
2214,"Worpswede,Wanderung,Pause,Sonne,Naturerfahrung,Obstbaum,Kirschbaum,Apfelbaum,Nahrung,Leben,Schatten,Reduktion,Perspektive,Fläche,Bewegung (Körperbewegung),Rhythmus,Geometrie,Proportion,Expressionismus,Schlaf",1900
2231,"Atlantischer Ozean,Seine,Mündung,Etretat,Heide,Alltag,Frühling,Lichtführung,en plein air,Bauer,Wanderer,Komposition,Impressionismus,Meeresrauschen,Spaziergang,Urlaub,Hirte,Kuh,Schaf,Ziege,Esel,Fischerdorf",1860
2233,"Mythos,Antike,Ritual,Tempel,Goldenes Zeitalter,Chiffon,Seide,Jungbrunnen,Lebenslust,Lebensalter,Voyeur,Fröhlichkeit,Freizügigkeit,Fest,Fruchtbarkeit,Vergänglichkeit,Traum,Körperspannung",1570
2242,"Sänger,Musik,Musiker,Barock,Caravaggismus,Unterhaltung,Erotik,Sinnlichkeit,Notenbuch,Utrecht,Theater,Niederlande,Offenheit,Gesang",1620
2253,"Manierismus,Kunstmarkt,Kirche (Gebäude),Krypta,Reichtum,Geschenk,Verführung,Vorsehung,Weisheit,Wasser,Bethlehem,Königspalast,Held,Königspalast,Gebet,Fürbitte,Antwerpen,Asien,Afrika,Marienleben,Sieben Freuden Mariä",1510
2254,"Zeitlosigkeit,Garten,Besuch,Gegensatz,Zurückgezogenheit,Erwartung,Entrückung,Konzentration (Psychologie),Leere,Starre,Überheblichkeit,Oberflächlichkeit,Unnahbarkeit",1930
2268,"Bühne,Demut,Altarflügel,Predella,Triptychon,Versammlung,Kirchenvater,Gelehrter,Entscheidung,Religiösität,Erzählung,Andacht,Heiligenlegende,Legende",1510
802A,"Windel,Liebe,Treue,Ädikula,Hoffnung,Heraldik,Muttergottes,Mutter,Vertrautheit,Innigkeit,Schutz,Beschützerin,Andachtsbild,Devotion,Mütterlichkeit,Stifterbild,Präsentation,Erlösung,Hochzeit,Passion,Triptychon",1470
802B,"Stifter,Frömmigkeit,Glaube,Auftragsarbeit,Stifterbild,Andachtsbild,Reichtum,Treue,Hoffnung,Heiliger,Gebet,Mäzen,Meditation,Devotion,Schutzpatron,Familie,Triptychon",1480
802C,"Stifterin,Schutz,Schutzpatron,Frömmigkeit,Glaube,Stifterbild,Andachtsbild,Auftragsarbeit,Reichtum,Treue,Hoffnung,Liebe,Devotion,Schwangerschaft,Geburt,Familie,Triptychon",1480
802D,"Grisaille,Fresko,Andachtsbild,Bote,Christentum,Botschaft,Gnade,Frömmigkeit,Prophezeiung,Kissen,Albe,Kniefall,Kommunikation,Schatten,Maria Annunziata",1480
802E,"Grisaille,Fresko,Andachtsbild,Christentum,Botschaft,Frömmigkeit,Prophezeiung,Jungfrau,Immaculata,Muttergottes,Kissen,Marienleben,Sieben Freuden Mariä",1480
837A,"Auftragsarbeit,Beschützerin,Muttergottes,Gottessohn,Mutter-Kind-Beziehung,Polyptychon,Triptychon,San Francesco (Alba),Frömmigkeit,Rom,Santa Maria Maggiore (Rom),Torre delle Milizie (Rom),Sacra Conversazione",1490
837B,"Vater,Gebet,Erscheinung,Prophezeiung,Geburt,Botschaft,Fluss,Bote,See,Quelle,Auftragsarbeit,Polyptychon,Triptychon,San Francesco (Alba),Immaculata,Sacra Conversazione,Judäisches Bergland",1490
837C,"Auftragsarbeit,Polyptychon,Triptychon,Predella,San Francesco (Alba),Immaculata,Verheißung,Prophezeiung,Erscheinung,Stadttor,Geburt,Empfängnis,Eltern,Ehepaar,Ahne,Gebet,Sacra Conversazione,Judäisches Bergland,Marienleben",1490
995A,"Thron,Brot,Polyptychon,Siena,Schutzpatron,Spende,Bäckerzunft,Eucharistie,Opfertod,Sieben Schmerzen Mariä",1310
995B,"Kafarnaum,Siena,Polyptychon,Schutzpatron,Verkündigung,Verkündigung Mariens,Maria Annunziata",1310
995C,"Graböffnung,Erstaunen,Polyptychon,Verkündigung,Maria Annunziata,Verkündigung Mariens",1310
1398A,"Kurfürstentum Sachsen,Sachsen,Kurfürstentum,Trinubium,Monumentalität,Selbstporträt,Künstlerporträt,Muttergottes,Bruder,Stifter,Stifterbild,Andachtsbild,Martyrium,Schutzpatron,Triptychon,Kulisse,Frömmigkeit,Heraldik,Politik,Verbundenheit,Legende,Heiligenlegende,Cartellino",1500
1398B,"Kulisse,Triptychon,Anna selbdritt,Schutzpatron,Apostel,Martyrium,Andachtsbild,Stifterbild,Stifter,Bruder,Frömmigkeit,Legende,Heiligenlegende,Kurfürstentum Sachsen,Sachsen,Kurfürstentum,Politik",1500
1398C,"Kurfürstentum Sachsen,Sachsen,Kurfürstentum,Bruder,Stifter,Stifterbild,Andachtsbild,Frömmigkeit,Apostel,Martyrium,Schutzpatron,Triptychon,Anna selbdritt,Legende,Heiligenlegende,Triptychon,Kulisse",1500
1398D,"Nähe,Kuss,Liebe,Mutter-Kind-Beziehung,Grisaille,Putz,Andachtsbild,Skulptur,Statue,Marmor,Gotik,Kircheninterieur,Monochrom,Podest,Monochrom,Marienleben",1500
1398E,"Grisaille,Putz,Marmor,Andachtsbild,Skulptur,Statue,Kircheninterieur,Gotik,Mutter,Monochrom,Podest",1500
2254R,"Marseille,Hafen,Dock,Exil,Südafrika,Reise,Handel,Dämmerung,Industrie,Stadt,Internationalität,Brücke,Brückenkonstruktion,Turm,Anhöhe,Werft,Hügel,Bildausschnitt",1930
ALH_3,"Bürgertum,Biedermeier,Natürlichkeit,Spiel,Unschuld,Tochter,Sohn,Kindlichkeit,Hofmaler,Romantik,Akademie,Reichtum,Rokoko,Prinz,Prinzessin,Lieblichkeit,Friedlichkeit,Sanftmut,Zärtlichkeit,Bruder,Schwester,Kindheit,Glückseligkeit,Gesellschaft,Persönlichkeit,Idealbildnis,Wohlstand,Korallenkette,Kinderporträt,Repräsentation,Birke",1790
Dep._12,"Moritzburg (Dresden),Sommer,Freundin,Momentaufnahme,Ausflug,Voyeurismus,Urlaub,Sand,Freizeit,Ufer,Strand,Freikörperkultur,Lebensreform,Badende,Badender",1900
Dep._12R,"Teppich,Stoff,Dresden,Dekoration,Skulptur,Natürlichkeit,Erotik,Direktheit,Offenheit",1910
Dep._34,"Frühwerk,Impressionismus,Bauernhaus,Idylle,Weg,Insel,Burg (Fehmarn),Landwirtschaft,Wind,Sommer,Sonne,Meer,Natur,Urlaub,Erholung",1900
HM_1,"Triptychon,Abbild,Anbetung,Verehrung,Fingerzeig,Essig,Gewalt,Folter,Qual,Brutalität,Hinrichtung,Verurteilung,Tod,Leichnam,Peterskirche (Frankfurt am Main),Frankfurt am Main,Sieben Schmerzen Mariä",1420
HM_2,"Triptychon,Erscheinung,Traum,Vision,Vorahnung,Verrat,Tod,Peterskirche (Frankfurt am Main),Frankfurt am Main",1420
HM_3,"Triptychon,Verhör,Gericht,Richter,Golgatha,Last,Verurteilung,Demütigung,Demütigung,Folter,Martyrium,Macht,Qual,Gefangenschaft,Schmerzensmann,Kreuzigung,Kreuzigung Christi,Peterskirche (Frankfurt am Main),Frankfurt am Main",1420
HM_4,"Triptychon,Tod,Himmelfahrt,Auferstehung,Bestattung,Grabtuch,Kreuzigung,Kreuzigung Christi,Peterskirche (Frankfurt am Main),Frankfurt am Main,Sieben Schmerzen Mariä",1420
HM_5,"Tempel,Sandstein,Baldachin,Stadttor,Schwangerschaft,Empfängnis,Freundschaft,Muttergottes,Geburt,Botschaft,Begrüßung,Reinheit,Jungfrau,Fruchtbarkeit,Prophezeiung,Heilsgeschichte,Menschwerdung Gottes,Immaculata,Unbeflecktheit,Verkündigung Mariens,Verkündigung,Maria Annunziata,Kulisse,Gotik,Skulptur,Triptychon,Peterskirche (Frankfurt am Main),Frankfurt am Main,Sieben Freuden Mariä",1420
HM_6,"Bühne,Kulisse,Ahnenbild,Geneologische Tafel,König,Prophet,Weltenbaum,Israel,Frankfurt am Main,Christliche Kirche,Katholizismus,Wachstum",1500
HM_7,"König,Königin,Israel,Jordanien,Blüte,Gebet,Anbetung,Verehrung,Ahnenbild,Gegenstück,Eschatologie,Weltenbaum,Heilsgeschichte,Parusie,Wachstum,Frankfurt am Main,Raum,Christliche Kirche,Katholizismus,Heiligenschein",1500
HM_8,"Grisaille,Christliche Kirche,Katholizismus,Marmor,Weltenbaum,Gotik,Frankfurt am Main,Raum,Stern,Monstranz,Theologie,Glaubenslehre,Weinrebe,Frucht,Wachstum",1500
HM_9,"Heiligenschein,Theologe,Patriarch,Frankfurt am Main,Muttergottes,Ordenstracht,Orden,Gegenstück,Heilung,Versprechen,Weisheit,Ewigkeit,Schutzpatronin,Christliche Kirche,Wachstum,Katholizismus,Weltenbaum,Königin",1500
HM_17,"Palmsonntag,Ostern,Pilger,Jünger,Spätgotik,Nacht,Frömmigkeit,Ankunft,Begrüßung,König,Verehrung,Symbolik,Leben,Sieg,Triumph,Bescheidenheit,Prozession,Brauchtum,Samt,Christentum",1500
HM_18,"Romanik,Händler,Kaufmann,Flucht,Judentum,Betrug,Handel,Leder,Börse,Nacht",1500
HM_19,"Jünger,Nacht,Messing,Ritual,Freundschaft,Symbolik,Abendmahl,Gründonnerstag,Diener,Ostern,Spätgotik,Brauchtum",1500
HM_20,"Scherge,Angst,Nacht,Abendmahl,Vorahnung,Tod,Vision,Menschwerdung Gottes,Menschlichkeit,Gefangennahme Christi,Verrat,Judaskuss,Soldat",1500
HM_36,"Frankfurt am Main,Steinstatue,Plastizität,Stofflichkeit,Martyrium,Märtyrer,Römer,Gemeindehelfer,Christenverfolgung,Hinrichtung,Schutzpatron,Hopfen,Standflügel,Stifteraltar,Patrizier,Diakon,Namenspatron,Heiligenlegende,Kirche (Gebäude),Christentum",1500
HM_37,"Heiligenlegende,Christentum,Exorzismus,Dämon,Dominikanerkloster (Frankfurt am Main),Frankfurt am Main,Steinstatue,Plastizität,Stofflichkeit,Martyrium,Märtyrer,Römer,Gemeindehelfer,Christenverfolgung,Schutzpatron,Standflügel,Stifteraltar,Patrizier,Diakon,Namenspatron,Konzentration (Psychologie),Beschwörung,Macht,Besessenheit",1500
HM_45,"Tapete,Tapetenmuster,Tod,Leichnam,Gewalt,Folter,Demut,Andacht,Qual,Altar,Altarbild,Kulisse,Ornament,Eucharistie,Sieben Schmerzen Mariä",1450
HM_51,"Kulisse,Bühne,Zuschauer,Kaiser,König,Münster,Umzug,Vedute,Mittelalter,Politik,Macht,Musiker,Bürgertum,Ideal,Authentizität,Interregnum,Moral,Wahrheit,Jubel,Friede,Belagerung",1800
HM_54,"Garten,Garten Eden,Liebesgarten,Himmel (Religion),locus amoenus,Hoheslied,Reinheit,Vollkommenheit,Jungfrau,Idylle,Freizeit,Erholung,Muße,Ruhe,Sicherheit,Schutz,Fruchtbarkeit,Friede,Burgmauer,Heilsgeschichte,Heiligenlegende,Drache,Dämon,Märtyrer,Schutzpatron,Nothelfer,Jenseits,Bescheidenheit,Tugend,Ewigkeit,Ideal,Oase,Liebe,Baum des Lebens,Baum der Erkenntnis,Sünde,Erlösung,Blumensprache,Symbolik,Balance,Göttlichkeit,Weltlichkeit,numerus perfectus,Schöpfung,Hexaemeron",1410
LG_1,"Nacht,Ostern,Agnus Dei,Tod,Gründonnerstag,Ritual,Brauchtum,Eucharistie,Verrat,Opfer (Religion)",1500
LG_13,"Rückzug,Erholung,Flucht,Leuchtturm,Ostsee,Staberhuk,Möwe,Boot,Wind,Hütte,Natur,Naturerfahrung,Sommer,Urlaub",1910
LG_19,"Smoking,Paar,Bohème,Absinth,Rausch,Verführung,Wahnsinn,Betrug,Schlange,Sündenfall,Stilisierung,Industrialisierung,Expressionismus,Wut,Kampf,Selbstporträt,Avantgarde,Neid,Macht,Femme fatale",1910
LG_32,"Mahlzeit,Familie,Kind,Mann,Restaurant,Haushälterin,Traum,Surrealität,Geist,Abstrakte Malerei,Fläche,Innenwelt,Unheimlichkeit,Anonymität,Puppe,Distanz (Psychologie),Bühnenbild",1930
LG_51,"Ideallandschaft,Idylle,Bauer,Bäuerin,Sommer,Spätsommer,Handel,Arbeit,Magd,Rast,Knecht,Alltag,Wanderung,Landleben",1650
LGBRD_2,"Bühne,Demut,Andacht,Altarflügel,Predella,Triptychon,Versammlung,Kirchenvater,Gelehrter,Geometrie,Symmetrie,Renaissance,Erzählung,Heiligenlegende,Legende",1510
LGBRD_3,"Bühne,Publikum,Altarflügel,Predella,Triptychon,Versammlung,Kirchenvater,Gelehrter,Rede,Vortrag,Prediger,Predigt,Häresie,Ablehnung,Streit,Priester,Symmetrie,Geometrie,Renaissance,Erzählung,Kirchenlehrer,Christentum,Manichäismus,Überzeugung,Wissenschaft,Glaube,Religion,Religionskonflikt,Heiligenlegende,Legende",1510
LGBRD_5,"Volkstanz,Folklore,Phrygische Mütze,Orangenbaum,Agave,Farbperspektive,Neapel,Amalfiküste,Capri,Ausflugsziel,Italienreise,Studie,Ölstudie,Ruine,Golf von Neapel,Aragonien,Sizilien,Voyeurismus,Hauptwerk,Sommer,Hitze,Körperspannung",1830
LGBRD_6,"Braut,Bräutigam,Liebe,Italien,Via Mala,Schöllenen,Schweiz,Hochzeit,Reise,Ausflug,Märchen,Mädchen,Jüngling,Jugend,Impressionismus,Liebespaar,Ehe,Zukunft",1870
SG_22,"Ranunkel,Garten,Sommer,Mittagspause,Mutter,Tochter,Mutter-Kind-Beziehung,Tante,Nichte,Familie,Distanz (Psychologie),Schaffhausen",1870
SG_42,"Urlaub,Sommer,Landwirtschaft,Starnberger See,Getreide,Gewitter,Wanderung,Fruchtbarkeit,Erde,en plein air,Dorf",1870
SG_49,"Lüsternheit,Verführung,Tod,Leid,Zeitlosigkeit,Heilige,Wüste,Schlaf,Unschuld,Fetisch,Opfer (Religion),Okkultismus",1890
SG_99,"Mutter,Sohn,Trauer,Schmerz,Mitleid,Erlösung,Nacht,Marmor,Kreuzigung,Kreuzabnahme,Neues Testament,Tisch,Marienleben,Mater dolorosa,Sieben Schmerzen Mariä",1890
SG_131,"Fischer,Fischerboot,See,Fluss,Dämmerung,Zwielicht,Unwetter,Kirche (Gebäude),Klosteranlage,Burg,Sand,Gespräch,Abend,Ruhe,Stille,Dunkelheit,Atmosphäre",1880
SG_170,"Salon de Paris,Essig,Ölmalerei,Mittagessen,Frühstück,Geburtstagsfeier,Sohn,Ehefrau,Familie,Selbstporträt,Etretat,Haushälterin,Bürgertum,Momentaufnahme,Gast,Alltag,Familienidylle,Glückseligkeit,Moral,Distanz (Psychologie),Intimität,Öffentlichkeit",1860
SG_171,"Trophäe,Geschlechterkampf,Macht,Entmachtung,Kulisse,Femme fatale,Liebespaar,Triumph,Raub,Impressionismus,Geliebter",1900
SG_237,"Notenpult,Ballett,Aufführung,Neid,Erfolg,Diva,Tratsch,Voyeurismus,Bewegung (Körperbewegung),Tanzprobe,Körperspannung",1870
SG_264,"Frankfurt am Main,Wasserschloss,Frühling,Bibel,Barock,Taunus,Sommer,Idylle,Sehnsucht,Fernweh,Garten,Urlaub,Wetterfahne,Landschaftsgarten,Landschaftsarchitektur,Kastanie,Fichte",1880
SG_314,"Reise,Futurismus,Großstadt,Handwerk,Arbeit,Passant,Chaos,Zelt,Zimmermann,Schubkarren,Errichtung,Neubau",1910
SG_326,"Handel,Geld,Macht,Markt,Öffentlicher Raum,Geräusch,Geschäftigkeit,Geschäft,Impressionismus,Händler,Kaufmann,Bankier,Bank,Bahnhof,Käufer,Ökonomie,Kaufmann,Momentaufnahme,Frankfurt am Main,Alte Börse (Frankfurt am Main),Neue Börse (Hamburg),Hamburg,Kapital,Verkäufer,Unternehmer,Bankangestellter",1890
SG_349,"Wittenberg,Humanist,Humanismus,Theologie,Protestantismus,Reformation,Reformator,Wartburg,Bibel,Homilie,Lehrer,Gelehrter,Antike,Philosophie,Lebensalter,Krankheit (Mensch),Christentum,Christliche Kirche,Gegenstück",1550
SG_350,"Wind,Bewegung (Körperbewegung),Musik,Geräusch,Volk,Israeliten,Gold,Priester,Priesterweihe,Opfer (Religion),Weihrauch,Zehn Gebote,Gebot,Gesetzestafeln,Sinai (Berg),Ägypten,Wanderung,Wüste,Erzählung,Symbolik,Heidentum,Stier,Stierkult,Verehrung,Reichtum,Goldschmuck,Zorn,Levit,Antike,Ritual,Tradition,Symbol,Ochse,Versammlung,Fest,Idolatrie,Tanz",1700
SG_358,"Botschaft,Prophezeiung,Empfängnis,Reinheit,Jungfrau,Geburt,Stall,Weihnachtsgeschichte,Eltern,Mutter,Vater,Familie,Zyklus,Symbol,Fruchtbarkeit,Perspektive,Wolke,Himmel (Religion),Erlösung,Musik,Muttergottes,Marienleben,Sieben Freuden Mariä",1320
SG_358R,"Folter,Heilige,Heiliger,Krieger,Soldat,Fesselung,Zeichnung,Verrat,Golgathagruppe,Golgatha",1320
SG_359,"Geschenk,Empfängnis,Schwangerschaft,Familie,Bewunderung,Verehrung,Stern der Weisen,Magier,Orient,Weihnachtsgeschichte,Sieben Freuden Mariä",1320
SG_359R,"Krieger,Folter,Heiliger,Jerusalem,Grab,Zeichnung",1320
SG_360,"Bettler,Geschenk,Nächstenliebe,Barmherzigkeit,Tod,Wolke,Himmel (Religion),Wartburg",1320
SG_360R,"Folter,Säule,Leichnam,Tod,Sarkophag,Himmelfahrt,Auferstehung,Geißelung,Grab",1320
SG_361,"Muttergottes,Zyklus,Kulisse,Gotik,Weltherrschaft,Schlafende,Tod,Krankheit (Mensch),Seele,Apostel,Garten Eden,Trauer,Totenbett,Himmel (Religion),Reliquienschrein,Wolke,Caritas,König,Königin,Sieben Freuden Mariä",1320
SG_361R,"Kreuzabnahme,Grab,Pietà,Verurteilung,Tod,Trauer,Marienleben",1320
SG_377,"Exotik,Chinoiserie,Japonismus,Tradition,Souvenir,Porzellan,Kunsthandwerk,Spielzeug,Kunstkammer,Sammlerin,Kind,Marionette,Mosaik",1910
SG_399,"Pont-Aven,Bauer,Bäuerin,Arbeit,Bäuerlichkeit,Ländlichkeit,Impressionismus,Ernte,Küste,Niederlande,Heu,Heuhaufen",1880
SG_404,"Schloss Saint-Cloud,Schloss,Barock,Proportion,Verzerrung,Sommer,Denkmal,Brunnen,Kaskade,Balustrade,Ausflug,Vorort,Symmetrie,Dämmerung,Sonnenuntergang,Gartenbau,Familie,Mutter,Vater,Eltern,Kultur,Staffage,Promenade",1900
SG_424,"Bohème,Modell,Überheblichkeit,Salonmalerei,Salon,Salon de Paris,Impressionismus,Malwerkzeug",1880
SG_443,"Salvator Mundi,Globus,Reichsapfel,Herrschaft,Macht,Göttlichkeit,Weltherrschaft,Musik,Ton,Altarflügel,Symbolik,Klarisse,Nürnberg,Sankt Klara (Nürnberg),Muttergottes,Gotik,Jungfrau,Mutter,Braut,Königin,König,Sieben Freuden Mariä",1350
SG_448A,"Passion,Kreuzigung,Trauer,Tracht,Kalvarienberg,Marienleben,Turiner Grabtuch,Reliquie,Muttergottes,Abbild,Jerusalem,Tafelbild,Sieben Schmerzen Mariä",1480
SG_448B,"Jerusalem,Ideallandschaft,Skelett,Tod,Leichnam,Geißelung,Folter,Dämmerung,Unwetter,Gewitter,Hinrichtung,Spott,Tracht,Uniform,Verurteilung,Golgathagruppe,Tafelbild",1480
SG_448C,"Golgathagruppe,Jerusalem,Statthalter,Heimtücke,Gericht,Richter,Kreuzigung,Verurteilung,Passion,Soldat,Dämmerung,Abend,Unwetter,Gewitter,Macht,Publikum,Kalvarienberg,Tafelbild",1480
SG_449,"Muttergottes,Mutter,Vater,Sohn,Eltern,Gottessohn,Frühwerk,Werkstatt,Bedeutungsgröße,Empfängnis,Geburt Jesu,Geburt,Immaculata,Jungfrau,Ideallandschaft,Marienleben,Reinheit,Mutter-Kind-Beziehung,Christentum,Frömmigkeit,Bethlehem",1490
SG_457,"Familienwappen,Verlöbnis,Ehemann,Hochzeit,Verliebtheit,Gegenstück,Seide,Samt,Vorhang,Gesellschaft,Bürgertum",1520
SG_459,"Grisaille,Fotografie,Konzentration (Psychologie),Fokussierung,Reflexion (Psychologie),Offenheit,Abgrenzung,Kraft,Selbstbewusstsein,Emanzipation,Selbstständigkeit,Entschlossenheit,Strenge,Disziplin,Konfrontation,Vergangenheit,Zukunft",1920
SG_509,"Bürgertum,Gesang,Dirigent,Musiker,Musik,Sänger,Notenbuch,Bühne,Theater,Kulisse,Schauspieler,Wirtshaus,Vanitas,Freizeit,Hobby,Beruf,Alltag,Bildausschnitt,Reichtum",1630
SG_511,"Bauernhaus,Bauer,Wanderung,Reisender,Reise,Spaziergang,Handel,Niederlande,Künstler,Staffage,Ideallandschaft,Goldenes Zeitalter (Niederlande),Naturalismus,Düne",1620
SG_528,"Schloss,Burg Rheinstein (Trechtingshausen),Rheintal,Burg,Verfallsprozess,Wehrturm,Verteidigungsanlage,Grenzschutz,Abgeschiedenheit,Menschenleere,Herbst,Fiktion",1830
SG_595,"Tänzerin,Geliebte,Trauer,Witwe,Impressionismus",1890
SG_620,"Märchen,Fee,Geist,Erscheinung,Ritter,Schaller,Krieger,Wanderer,Prinz,Sonnenaufgang,Sonnenuntergang,Traum,Geheimnis,Fantasie,Fantasiewelt,Fantastik",1850
SG_633,"Antike,Antikenrezeption,Erstaunen,Schrecken,Göttlichkeit,Erscheinung,Vision,Wunder,Traum,Schlaf,Auferstehung,Symmetrie,Jünger,Himmelfahrt,Jerusalem,Gebet,Metamorphose,Offenbarung,Gottessohn",1750
SG_634,"Friedhof,Erstaunen,Wunder,Verwesung,Geruch,Tod,Leben,Schwester,Klage (Religion),Schicksal,Mond,Schild (Rüstung),Katakombe,Sarkophag,Toter,Religiösität,Frömmigkeit,Antikenrezeption,Barock,Lebendigkeit,Geschwister",1750
SG_644,"Witwe,Bürgertum,Trauer,Samt,Strenge,Mutter,Gedanke,Versunkenheit,Distanz (Psychologie),Trauernde",1870
SG_658,"Nacht,Traum,Wiese,Moos,Natur,Natürlichkeit,Sinnlichkeit,Weiblichkeit,Schlaf",1860
SG_929,"Physiognomie,Putto,Engel,Reise,Rabe,Greifvogel,Jugend,Rothenburg ob der Tauber,Taubertal,Luftbild,Perspektive,Farbperspektive,Ferne,Märchen,Vogelperspektive,Traum,Fliegen,Frühling",1880
SG_1002,"Orient,Jerusalem,Geschenk,Prophezeiung,Vorsehung,Schicksal,Israel,Glaube,Christentum,Thron,Botschaft,Spätgotik,Mutter-Kind-Beziehung,Königin,Sieben Freuden Mariä",1400
SG_1007,"Intimität,Ruhe,Entspannung,Sexualität,Ausbildung,Mädchen,Modell",1890
SG_1123,"Davos Frauenkirch,Tänzerin,Freundin,Holzschnitt,Skulptur,Deutsche Nachkriegszeit,Natur,Sonnenuntergang,Erotik,Offenheit,Intimität",1920
